Train Sets: ['em1', 'em2', 'em3', 'em4', 'em5', 'ew1', 'ew2', 'ew3', 'ew4', 'ew5'] | Test Sets: ['em6', 'em7', 'em8', 'em9', 'em10', 'ew6', 'ew7', 'ew8', 'ew9', 'ew10']
Resume: D:/FAU_models/checkpoint_epoch_init.pth
Mode: 0
seed: 30
Info: RELU
train_loss at epoch0: 0.03783633074861892
train_mses at epoch0: 4.188321089680467, 1.0765178654485494, 1.1112455931876075, 1.118930178885624, 1.0539903289006196, 1.0875515347467706, 1.0326177425745926, 1.102526362610725, 1.0929282609134188, 1.0813913202277508, 0.025228235615502137
train_maes at epoch0: 1.62248129551398, 0.456885351073195, 0.4551817797188786, 0.5234307620590156, 0.4753880212440136, 0.47074149784116825, 0.39646135893888135, 0.42232794560593595, 0.44846079746295914, 0.45224433285481436, 0.06711352624846226
train_mses_single at epoch0: 3.5158000572602086, 1.02315235198558, 1.063054405564155, 1.0287368397479921, 1.004059034618639, 1.0312069121827234, 1.0086574129045263, 1.0688433524780754, 1.0468168539903389, 1.0420762523554885, 0.020623196704177973
train_maes_single at epoch0: 1.1608830429296544, 0.2939060056047078, 0.3003724218752394, 0.29491086235477965, 0.2914603703754379, 0.2940172814556021, 0.2923714278761218, 0.3004358049145246, 0.2986031905916381, 0.2972312008446835, 0.02092783337240999
train_pred_single_avg at epoch0: 0.5317227345673328, 0.025242930565504952, 0.018776514294973397, 0.02423807381543311, 0.027688565794774828, 0.025131654714610666, 0.026777508294090945, 0.018713131255688187, 0.02054574557857469, 0.02191773532552922, 0.0003487623722708606
train_pred_single_avg_diff at epoch0: -1.0852985420284118, -0.2939060056047078, -0.3003724218752394, -0.29491086235477965, -0.2914603703754379, -0.2940172814556021, -0.2923714278761218, -0.3004358049145246, -0.2986031905916381, -0.2972312008446835, -0.02092783337240999

test_loss at epoch0: 0.03511094488996141
test_mses at epoch0: 3.1009054861191268, 1.0254149974525222, 1.0627495313692534, 1.0402823909838956, 1.0082204831589974, 0.9833392228499026, 0.8812871290102651, 1.05733254249884, 1.04133506932072, 1.0279991964241146, 0.021476320569377528
test_maes at epoch0: 1.570259048076386, 0.5768874859556239, 0.5797890867641632, 0.5684957612068096, 0.540673639736277, 0.5542785166425908, 0.6101751687678885, 0.6245112601112812, 0.5640899558016594, 0.484290443016018, 0.042402932366376066
test_mses_single at epoch0: 1.8155752125891562, 0.922704304932573, 0.961623141930204, 0.9448656295854275, 0.927989771123367, 0.8921755041990344, 0.7273513956564662, 0.9197986278484348, 0.9489369405192958, 0.9782459042368229, 0.020856231559932364
test_maes_single at epoch0: 0.8163690019161143, 0.27651081896842794, 0.28219194481981563, 0.27979926378168957, 0.2776580385071166, 0.27158093230521424, 0.24131856148547315, 0.2744890474258585, 0.2805881417178093, 0.2858448843372629, 0.02106427505012958
test_pred_single_avg at epoch0: 1.0044321237726415, 0.04263811720178482, 0.03695699135039715, 0.03934967238852318, 0.04149089766309617, 0.047568003864998515, 0.07783037468473962, 0.04465988874435425, 0.03856079445240346, 0.03330405183294986, 0.00021232069455126817
test_pred_single_avg_diff at epoch0: -0.6125891528231032, -0.27651081896842794, -0.28219194481981563, -0.27979926378168957, -0.2776580385071166, -0.27158093230521424, -0.24131856148547315, -0.2744890474258585, -0.2805881417178093, -0.2858448843372629, -0.02106427505012958



